original_sentence,nearest_neighbor,cosine_similarity
આજે ઓનલાઇન ટેન્ડર ફી ભરાયા પછી શરૂ થઇ જતાં રાહતનો દમ લેવાયો છે.,ઓનલાઇન ભણવાનું શરૂ કરાવ્યું વાલીઓ પાસેથી ફી લેવા.,0.2289
એટલે કહી શકાય કે મહાનગરોની જેમ જ ભુજ અને ગાંધીધામમાં પણ સ્મશાન ગૃહ માટે વેઈટીંગ શરૂ થઈ ગયુ છે.,અને ત્યા પણ ભુજ જેવી જ પરિસ્થિતિ છે.,0.2130
મારા દેશના દરેક સૈનિક દેશની સંપતિ છે.,આ સૈનિક સ્કૂલમાં અનામતની વ્યવસ્થા પણ કરવામાં આવી છે.,0.2477
દરેક સરકારના સામે વન રેક વન પેંશનના મામલો સામે આવ્યા છે.,રાજ્ય સરકારના વન અને પર્યાવરણ વિભાગમાં ફરજ બજાવતા વન શ્રમયોગીઓને 1988ના ઠરાવ મુજબ રોજમદારની કેટેગરી મુજબના લાભો આપવામાં આવ્યા નથી.,0.2632
મારા આવવાથી પણ અત્યારે સુધી હું એ કરી નહી શક્યા.,શાકિબ આવવાથી મળશે મજબૂતી,0.2292
હું આજ પછી સેનાના જવાનોને વિશવાસ આપી રહ્યા છું કે તિરંગાની છત્રછાયામાં કહી રહ્યા છું સિદ્ધાંત અમને એને સ્વીકાર કર્યા છે.,વાતચીત કરી એને આગળ લઈને જઈ રહ્યા છે.,0.1637
વાતચીત કરી એને આગળ લઈને જઈ રહ્યા છે.,આગળ વાંચો,0.2214
રામ રહિમની ધરપકડ બાદ ફેંલાઇ હિંસા 30 લોકોના મોત 250થી વધુ ઘાયલ,ત્યારે 67 લોકોના મોત થયા છે.,0.1640
"શરૂઆત પહેલાંનો એક અંતિમ બિંદુ એ નોંધવું છે કે નિદાન મેળવ્યા બાદ તે મહત્વનું છે, જો તમે ક્યારેય સ્મૉક કર્યો નથી.",અમે ક્યારેય સાથે કામ કર્યું નથી.,0.1630
"હાલના સમયમાં, ધૂમ્રપાન કરતા લોકો કરતા વધુ ફેફસાંના કેન્સર થતાં પહેલાં ધુમ્રપાન કરનારાઓ અને ક્યારેય ધુમ્રપાન કરનાર નથી .",કેન્સર પર અસર,0.1600
આઈબીનું માનીએ તો આ હુમલો ભીડભાડવાળી જગ્યાઓ પર કરવામાં આવી શકે છે.,અમદાવાદમાં આપણે માનીએ તેનાથી જુદી સ્થિતિ છે.,0.1775
આ સો જ એલર્ટમાં વિદેશી સહેલાણીઓને પણ નિશાન બનાવવાની આશંકા છે.,"તેના માટે આતંકી એવી જગ્યાઓને નિશાન બનાવી શકે છે, જ્યાં ઘણી સંખ્યામાં વિદેશી સહેલાણીઓ ફરવા માટે આવે છે.",0.1547
"તેના માટે આતંકી એવી જગ્યાઓને નિશાન બનાવી શકે છે, જ્યાં ઘણી સંખ્યામાં વિદેશી સહેલાણીઓ ફરવા માટે આવે છે.",જેની મદદથી તે પોતાની વૃદ્ધાવસ્થા માટે ઘણી યોજનાઓ બનાવી શકે છે.,0.1984
"મધ્ય અરબી સમુદ્રમાં લક્ષદ્વીપ ટાપુ પાસે લો પ્રેશર સર્જાયુ છે, જે ડિપ્રેશનમાં પરિણમશે.",અરબી સમુદ્રમાં સાનુકુળ વાતાવરણ સર્જાતા આગામી 8 જૂનથી મુંબઈમાં વિધિવત ચોમાસાનો પ્રારંભ થશે.,0.1713
ડિપ્રેશન બન્યા બાદ તે વાવાઝોડાંમાં રૂપાંતરિત થશે.,કામ વધુ થશે.,0.1708
હતું એવું કે જ્હાનવી કપૂર કોલિંગ સહમત બુકનાં લોન્ચિંગ ઈવેન્ટમાં ગઈ હતી.,અમે કપૂર છીએ.,0.1671
પી.,પી.,1.0000
તેનો આ ટ્રેડિશનલ અવતાર ફેન્સને ગમે એવો હતો.,"પરંતુ દુ:ખી પણ છું કે, મારા ફેન્સને ઘણી બધી સમસ્યાઓનો સામનો કરવો પડ્યો.",0.1589
પરંતુ જ્હાવનીની એક ભુલ થઈ ગઈ અને લોકોએ ઉધડો લઈ દીધો.,કલમ ૩૭૦ એ ઐતિહાસિક ભુલ હતી.,0.2064
"કોરોના કરતાં લોકડાઉન કાળ બન્યોઃ કોઇની પાસે કામ ન હતું, તો કોઇનું ડરથી મૃત્યુ થયું",ખાન કહે છે કે પાટીલ જ્યારે પ્રદેશ પ્રમુખ બનાવાયા ક્યારે કોરોના કાળ હતો.,0.1496
"બેનર : કુણાલ કોહલી પ્રોડક્શંસ, રિલાયંસ બિગ પિક્ચર્સ","કરીના, સોહા અને કુણાલ ઇન્સ્ટા પર પોતાના ભાઈ-બહેન સાથે ક્યૂટ બૉન્ડિંગ શૅર કરતા રહે છે.",0.1115
